Transcript,Label,Predicted Emotion,Mapped Value,speaker_id
"Well, I'm not a miracle worker.  I don't know what I can do for you.  I don't have the bag right here.",0,Neutral,0,943
Charles.  That was his name.  Charles.  He did wriggle so beautifully.,1,Happy,1,938
Right.,0,Neutral,0,939
"Now that you mention it. No, I don't.",1,Neutral,0,940
yeah.,1,Neutral,0,943
Why not?,2,Neutral,0,945
But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.,3,Angry,3,938
"Yeah.  And she said yes.  And she cried, of course.",1,Neutral,0,944
"for instance, there's this one time.  It had been raining for several days.  And this kid came up to me and gave me his last pair of dry socks. you know, He just put them in my pocket.",2,Happy,1,943
Okay.  This is the wrong form.  I'm sorry.,0,Neutral,0,942
You are quite insufferable. I suppose it's because you're drunk.,3,Angry,3,939
well is the dri-driver's license going to work?,0,Neutral,0,940
Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,2,Neutral,0,943
No.  Nothing like that.,2,Neutral,0,940
"You're a vile tempered, loose living, wicked little beast. And I hope I never see you again as long as I live.",3,Angry,3,946
"Hey, that's cool.",0,Neutral,0,946
What shall we do if they suddenly walk in on us.[LAUGHTER],1,Neutral,0,937
But from her letters I think she's forgotten him.  I'll find out.,2,Neutral,0,941
"And I pop up out of the water -- and I had planned it already, you know? I pop up out of the water and I [BREATHING] and I like, grab her hand, you know.  and that In my hand, I've got the ring.",1,Happy,1,944
Because it is.,0,Neutral,0,938
"Yeah, it's pretty good.",1,Neutral,0,938
She needs a new name each state that we go into. [LAUGHTER],1,Happy,1,937
I'm just not.,3,Angry,3,946
"Well, you know, sometimes that's--really, I mean what else could we do?",0,Neutral,0,943
"You know what?  You're a vile, little, evil-minded, little, wicked beast and I never want to see you again.",3,Angry,3,941
"Shh.  If we're very quiet, the fish might come.",1,Neutral,0,942
I rather not remember some things.  I rather not hope for some things.,2,Sad,2,943
The a- what? Talking about a core they can't afford it? I mean-,3,Angry,3,940
"We can get a good little debate going about that, don't you think? Intemperate tots.",3,Angry,3,940
"Yes, I did notice that.  It does look really beautiful on the water.  The gold white moon.",1,Neutral,0,943
Clearly everything you're doing is completely wrong.,3,Angry,3,946
"Very well, if you insist on being boorish and idiotic.",3,Angry,3,938
What flashlight?,0,Neutral,0,940
Hello?,0,Neutral,0,941
No.  I figured the best thing to do was leave him alone.,2,Neutral,0,941
Adders don't snap they sting.,3,Angry,3,946
It's not fair.,2,Sad,2,943
"Yeah, it's stressful.  I recognize that.",0,Neutral,0,944
"Oh thanks, you're too nice",1,Neutral,0,943
Shh.  If we're very quiet the fish might come.,1,Neutral,0,938
What's he going to say?  Maybe we ought to tell him before he sees it.,2,Neutral,0,944
"It's just going to take a while, I think.",2,Neutral,0,940
"Last year you'll also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight over nothing, and we didn't see the Grunions.",3,Angry,3,940
"if you ever come out to Montgomery, I mean, you know, just -- just call up, you know, call up the operator and I'll-- I'll be here. So, um.",0,Neutral,0,942
it's not something else. Do you know what I'm trying to say?,2,Sad,2,939
"Uh, well-",0,Neutral,0,946
"Well, they tip well.",0,Neutral,0,939
"Okay, great, go ahead.",0,Neutral,0,943
You are far too temperamental.  Try to control yourself.,3,Angry,3,941
Very good idea.  I will,3,Angry,3,942
It wouldn't work like this.,2,Neutral,0,944
"Well uh, He grew up next door to the girl, why wouldn't he want to see her?",0,Neutral,0,945
You're okay,2,Neutral,0,946
Did you ever think it might be your attitude that's...,0,Neutral,0,945
yeah.,0,Neutral,0,943
"I don't know, I mean, I just don't think...",0,Neutral,0,945
[BREATHING],0,Neutral,0,945
Just about all.,2,Neutral,0,946
"This is ridiculous.  I- I seriously, I don't understand why you think these automated systems are supposed to like work for anybody.  They have never, ever work for me.",3,Angry,3,943
"Well, I am thinking like that.",3,Neutral,0,944
Maybe if you were with somebody else too?,2,Neutral,0,945
Who?,0,Neutral,0,939
This is just this.  I mean it includes a lot and everything but it's--do you understand what I'm saying?,2,Neutral,0,945
"If you're not willing to try and work with it and find something and, you know, I mean, there are things you could do.",0,Neutral,0,942
I think I'll have a little.,0,Neutral,0,944
Meaning exactly that.,0,Neutral,0,943
I'd rather not remember some things.  I'd rather not hope for some things.,2,Sad,2,937
Why?,3,Angry,3,946
"Actually I'm looking here at the information, the flight that you were on we had some trouble with some of the baggage, it looks like a few peoples' bags didn't make it through. Um, so-",0,Neutral,0,940
I knew nothing of the sort.  You took presents from him.,0,Neutral,0,938
What?,0,Neutral,0,941
"But, I don't know, I--it's so weird to think I'm marrying somebody 'cause I feel so young, you know?",1,Neutral,0,939
"You know, he had that really pretty girlfriend for like about a year and-",2,Neutral,0,939
"Okay.  Okay, I'll call some people.",0,Neutral,0,943
No problem.,0,Neutral,0,943
You've got a business here.  What the hell is this?,3,Angry,3,946
Nobody comes seven hundred miles just to see.,0,Neutral,0,944
"Of course, of course--you'll be able to be a part of it.  You can come help me pick my colors.",1,Happy,1,938
Ah...,1,Neutral,0,945
"Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-",3,Angry,3,941
Shut up.,3,Angry,3,941
"To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them.",2,Neutral,0,937
Really? Are you doing the M.F.A. program?,1,Neutral,0,944
"Oh, Annie.",1,Neutral,0,939
All right.,0,Neutral,0,944
I know.,2,Neutral,0,942
I understand.  I'm worried about you.  I don't know what's going to happen to you.,2,Sad,2,943
That was the first time you ever hit me.,0,Neutral,0,938
"Yeah, totally.",0,Neutral,0,940
"Well, ten hours worth of minutes--",0,Neutral,0,939
Yeah.  I guess.  I don't know what they're going to say.,2,Neutral,0,943
"Every time I reach out for something I have to pull back because other people will suffer. My whole entire life, time and time after time.",2,Sad,2,939
"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",0,Neutral,0,937
"Oh it was ridiculous, completely ridiculous.",1,Happy,1,940
"Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful.",3,Happy,1,938
It's pretty wild.,1,Neutral,0,945
"Tell me, you'd leave the business?",3,Angry,3,940
you might have an older phone where we would use sim cards but probably not.,0,Neutral,0,941
I'd rather not remember some things.  I'd rather not hope for some things.,2,Sad,2,942
Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.,3,Neutral,0,945
I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.,1,Happy,1,938
"Uh, well some-some of the bags were--were lost on the way over here. uh-",0,Neutral,0,938
"Look, you never had seen many, many women.  You know?  I mean...",0,Neutral,0,941
"The flashlight, the silver one.  There's only one, isn't there?",0,Neutral,0,937
I can't raise a baby by myself.  How?,2,Neutral,0,937
"Um, so.",0,Neutral,0,940
What do you want me to do?  You're old enough to know your own mind.,3,Angry,3,946
We just weren't in a good spot.  This is a much better spot.,3,Angry,3,946
I'm just saying that--,0,Neutral,0,938
Well Vegas was awesome.,1,Neutral,0,937
Hi. Um-  My luggage didn't come out of the conveyor thingy.,0,Neutral,0,944
You know that Larry's not coming back and I know that too.  Why we both go on letting him think that we both believe with him.,3,Angry,3,941
Stop.,3,Angry,3,946
I-I love you. I have no imagination. That's all I know how to tell it.,1,Happy,1,939
"Yeah, hi.  Um, look, I -- all I'm trying to do right now is renew my license plate.  That's all.  I just need to get one of those little stickers.",0,Neutral,0,942
I don't see why it has to be Annie.,3,Angry,3,942
Um-,0,Neutral,0,944
"This entire time you're fighting with me sir, you could've finished the form and already been half way-- No.  Get out.",3,Angry,3,941
"Well, I guess we don't need glasses.",1,Neutral,0,940
"Okay.  Um, and what was the complaint?",0,Neutral,0,946
What'll I do with a fortune?,1,Happy,1,938
People lose --,0,Neutral,0,944
it's like I know as long as she's waiting I'm right again.,2,Sad,2,941
Just a little perhaps but nothing serious.,0,Neutral,0,941
I suppose you let him just kiss you or good deal more than too.,3,Angry,3,945
I don't even know what to tell you.,2,Neutral,0,945
Yeah.  Like I mean if you need anyone to talk to or anything I'm here for you okay?,2,Neutral,0,941
"I'm sorry, ma'am, there's nothing else I can do.  My hands are really tied here.  I really wish there was something else I could do for you.",0,Sad,2,943
Uh no I'm not.,0,Neutral,0,941
This is the worst customer service I've ever gotten before.,3,Angry,3,941
Geez.,2,Sad,2,939
I don't know.  Seems like a pretty good spot to me I mean look at the view of the moon you got from here.,1,Neutral,0,943
"That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar.",3,Angry,3,943
Is this a Masters or a P.h.D.?  Or can you...? Nice,0,Neutral,0,937
"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",3,Angry,3,939
...and you're always right.,0,Neutral,0,945
Laugh.  Laugh at me.  But why did that happen the very night that she came here?,3,Angry,3,942
"But, I'm here if there's anything you need.  I mean, you just have to ask.  I know --",2,Neutral,0,942
"The trouble is you don't see enough women, you never have",0,Angry,3,943
Have you asked Annie yet?,0,Neutral,0,944
"metastasized and it was old and they knew that it wasn't looking good, but-",2,Neutral,0,943
"There's nothing I can do.  I mean, the government you know--",2,Sad,2,938
"Seemed like a pretty good spot to me. I mean, look at the view of the moon we've got from here.",1,Neutral,0,939
So you should take that in consideration rather than giving yourself such a hard time.,0,Neutral,0,940
It was kind of like boom... done,2,Neutral,0,945
"Because you can't feel that way, never again, Chris. You hear me? Never. I mean, the money and me too.",2,Sad,2,939
Why didn't you let me know?,1,Neutral,0,939
Things have never turned out anything the way that I thought they would be.,2,Sad,2,939
"Okay, fine.  I'll go over there.  Thanks, a lot.  You've been really helpful.",3,Neutral,0,942
Just making myself fascinating for you.,0,Neutral,0,944
We just have different ideas about what this evening is supposed to look like.,3,Angry,3,946
No.,3,Angry,3,946
"ahh Yeah, this is the wrong line.  I'm sorry.  You need to go back over to line two B.  That's where you should have started from.",0,Neutral,0,943
Because I probably know him.,3,Neutral,0,937
Maybe you could start teaching. I don't know.,0,Neutral,0,939
It's hard to say good-bye.,2,Sad,2,943
About what?,0,Neutral,0,937
I guess you're just going to have to have it without me.,2,Sad,2,945
"And I got this idea watching them go down, everything was being destroyed, see?  But, to me, it seemed there was one new thing that was made,",2,Neutral,0,942
"Actually, now that you mention it, no.  I don't.",1,Neutral,0,944
"Then I came back and it was incredible.  There was no meaning in it here. I mean, the whole thing to them seemed like it's sort of a bus accident.  I went to work with Dad and that rat race again.",2,Sad,2,940
Can I help you?,1,Neutral,0,937
You've lost your connection.,0,Neutral,0,944
No.,2,Neutral,0,945
And the car that he hit was his family.,2,Sad,2,941
Hello?  Hello?  What?  Wrong number.,0,Neutral,0,938
"Okay, fine. Greens and blues.",0,Neutral,0,946
Oh.  My name is Sean. Hi.,0,Neutral,0,937
"I figured they would, your mother at least.",0,Neutral,0,944
You want me to get some champagne?,0,Neutral,0,946
Just making myself fascinating for you.,0,Neutral,0,943
They sting.,3,Angry,3,945
"Okay.  So I am putting out the pets, getting the car out of the garage.",0,Neutral,0,937
"Well, that's a nice point of view I must say.",3,Neutral,0,943
"But like, just because you're considering why it's been so difficult doesn't mean you should just stop.",0,Neutral,0,940
You're not going like this.,3,Angry,3,946
I just don't want you to fly off the handle.,0,Neutral,0,945
it's a different number and everything,0,Neutral,0,940
"Oh, shut up. Shut up. Shut up.",3,Angry,3,939
Stop it. No. Go away.,3,Angry,3,945
"Well, it's true.",0,Neutral,0,939
"Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?",0,Neutral,0,946
Dancing barefoot in the sand; drinking champagne from the bottle.,2,Neutral,0,942
I'm not going anywhere.  I'm staying right here.,3,Angry,3,941
"Well, instead I climb up on the rock and like I- I didn't do it -- well, I did it on purpose. I made it look like I accidentally did it.  I slipped down into this pool of water, right?  And she freaks out because I slide all the way down this rock.  And um-",1,Neutral,0,944
You're going to be fine.,2,Sad,2,945
"What if you do kids parties? oh, come on.",0,Neutral,0,944
You are far too temperamental.  Try to control yourself.,3,Angry,3,942
"Because you don't seem to care very much, you know.",3,Angry,3,938
All right. Customer service this is Steve.,0,Neutral,0,940
"I kissed Annie.  How long, how long I've been waiting to kiss you.",1,Happy,1,946
The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--,3,Angry,3,945
"Carla, can I ask you something? Don't take this wrong, but are you having your period?",0,Neutral,0,939
No.,2,Neutral,0,941
"Okay. Well, um- the f.",0,Neutral,0,940
"But uh- no, I mean, you know.  You know, I really want you to like, you know, sort of",1,Neutral,0,942
I just don't.  It's stupid.,3,Angry,3,942
"Like Larry's brother.  Do it like you, Chris.  What's the matter?",2,Neutral,0,944
He's got that about it.,0,Neutral,0,944
"No, no.",0,Neutral,0,937
"God, this is great.  Think about this.  I know you are not interested, but just think about this.",1,Happy,1,937
"Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.",3,Angry,3,937
I'm really sorry to tell you this but...,0,Neutral,0,945
Yeah.,0,Neutral,0,937
We'll figure something out.  We just have to ... we just have to think about this.  Could any of your family help us?,2,Sad,2,943
"Oh right sure, of course.",0,Neutral,0,945
"listen Oh I'm sick and tired of listening to you, you damn sadistic bully.",3,Angry,3,945
"I mean, it's just not fair.  Like, I don't know.  Why people -",2,Neutral,0,942
it was you know I wasn't too sure I mean you know it was kind of last minute for like the application,1,Neutral,0,940
"What does that mean, me above all?  Look at you.  You're shaking.",3,Angry,3,946
Sure.,0,Neutral,0,942
Yeah.  Make her like open the bank account and stuff too.,0,Neutral,0,945
"Well, it isn't champagne.",1,Neutral,0,944
It's going to be really rough.,2,Sad,2,940
"open that new bank account, drive the new car and see the new refrigerator",2,Neutral,0,941
I don't want to remember something.,2,Sad,2,939
I will do no such thing.,3,Neutral,0,937
Well so now we're married. We have cat children.,1,Happy,1,937
"On, the contrary.  A child of two could get violently drunk on only one glass of brandy.",3,Angry,3,946
Do you want to go somewhere?  Let's go.,2,Neutral,0,945
"It's weird, I kind of feel like part of me is gone now, you know?",2,Sad,2,939
we'll have all the money that we ever needed.,2,Happy,1,939
"I love you. Annie, I love you.",1,Happy,1,937
"I thought I would change everything you know, and I got back here and it was- it was like nothing had changed at all...",2,Neutral,0,945
What?,3,Angry,3,939
"Oh, marry you again?  I must have been insane.  What was I thinking?  I mean, you're completely outrageous.",3,Angry,3,943
We're going to live now.  I'm going to make you so happy.,1,Sad,2,941
What would be the worst that would happen if they found you somewhere else?,0,Neutral,0,944
"Yeah, totally.",1,Neutral,0,943
...we're all shipping out.,2,Neutral,0,945
Do you still feel that way?,2,Neutral,0,945
How are they?,2,Neutral,0,941
"All right.  Bye, bye.",1,Neutral,0,944
And if you can't see that then it's just loot and there's blood all over it.,2,Neutral,0,945
"I know that you meant this to be special and nice, and there's the sand and the moon and everything but I just couldn't help thinking about being somewhere else.",2,Sad,2,940
Or not.,1,Neutral,0,943
No thanks.,0,Neutral,0,940
just things happen in life and you just...there's just no explanation you know?  We just don't...,2,Neutral,0,941
Goddamn it Augie don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting.,3,Angry,3,940
No. No. I heard- I heard what you said.,3,Angry,3,946
how many?,2,Neutral,0,943
What was that?,0,Neutral,0,945
what?,0,Neutral,0,944
I'm sure he loved you too. He just didn't know it.,2,Sad,2,939
Are you going to be okay?,2,Neutral,0,940
I just miss him.,2,Neutral,0,944
"Well, then you know it's not only my business.",3,Angry,3,942
It's a pity you didn't have a little bit more brandy.  It might have made you a little less disagreeable.,3,Angry,3,944
"Alright, then, mom.  Did we skip something?  No.  Alright, then, mom.",0,Neutral,0,942
"Well, I lost them.",2,Neutral,0,938
"The business, the business doesn't inspire me.",3,Angry,3,946
Oh really?,0,Neutral,0,937
"Well, that's unfortunate, sir.  You're gonna have to go stand in the other line now.",3,Angry,3,944
"I know you've been trying to have a baby, right?",0,Neutral,0,939
Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?,3,Angry,3,945
You know what?  That's a very good idea.  I think I will.,3,Angry,3,944
Sometimes you infuriate me.  You know that?  Isn't it your business too if I tell this to father and he throws a fit about it.,3,Angry,3,946
"The trouble is, you don't see enough women.  You never did.",0,Angry,3,942
because I am not getting married.,1,Neutral,0,943
"That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so .",0,Neutral,0,938
What do you expect me to do?,3,Neutral,0,945
I know.,2,Neutral,0,946
What of it?,3,Angry,3,942
I jus-,2,Neutral,0,943
I'll go to basketball games.,0,Neutral,0,942
"I did want to see it.  I always do.  I keep thinking this time will be the time, but it never is.",3,Sad,2,942
"It's PR.  I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach.",3,Neutral,0,941
It's my fault 'cause you didn't do what I told you to?,0,Neutral,0,942
"Augie, Goddamn it, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting.",3,Angry,3,939
"um, you're scheduling a flight as well--And you would like to, um, we have a highly discounted hotel rate that goes along with that so that everything is all in one deal.  You're taken care of by the time that you get there.",0,Neutral,0,938
Well it's a woman's duty to allure the man. Watch me a minute will you?,3,Neutral,0,945
No.,2,Neutral,0,942
"Well, I have no way to give you more money.  I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-",0,Neutral,0,943
"Like you get to be a part of that. Like the, like the- Like a cult.",1,Neutral,0,940
a kind of responsibility.  Man for man.  You understand me?  And then I went home and it was incredible.,2,Neutral,0,942
"So, um, what do I do?",0,Neutral,0,944
Did you say yes yet?  I mean have you sent in your answer?,1,Neutral,0,941
Yeah.,0,Neutral,0,937
But it- it is for a year.,2,Neutral,0,939
I'm going to ask her to marry me.,0,Neutral,0,945
First thing tomorrow morning.,2,Neutral,0,945
Right.,0,Neutral,0,938
Not- Would you shut up.,3,Angry,3,944
Or not.,1,Neutral,0,944
"Oh, gees.",2,Neutral,0,942
And she was,2,Neutral,0,940
"Yes, I mean she cared about all of us. She was great",2,Sad,2,940
I knew nothing of the sort. You took presents from him.,3,Neutral,0,939
Yeah.,0,Neutral,0,938
Shut up. Shut up.,3,Angry,3,942
When?  I was the first one up.  He was still in bed.  How could he have seen it?,2,Neutral,0,944
"Okay.  Well, I can do that right here right now without going to the back of the line again.  See look initialed.  All done. Ready to go.",3,Angry,3,946
refund--coverage of the bag that was lost. yes,0,Neutral,0,942
Why?,3,Neutral,0,941
I don't know how to start.,2,Neutral,0,938
"Right, right, and since--yeah, since it was just a computer glitch, then that's that should be cleared up as well.  So I'm going to go ahead and try and put that into the computer.  And if for some reason you notice on your statement in a few days that you've been charged and an overdue fee, then you should just call back and we'll have that.",0,Neutral,0,943
And then I came home and it was amazing.,2,Happy,1,946
but I need to speak to somebody who can make the three check thing happen.,3,Neutral,0,942
"I mean because you went to the campus before, right?",1,Neutral,0,938
You went out of your way to torture me over Peter Burden.,3,Angry,3,946
oh-,1,Neutral,0,944
That we haven't had any hope for years now?,3,Angry,3,941
"As a matter of fact, the real cause of that row was Peter Burden.",3,Angry,3,939
We're going to be okay.,2,Neutral,0,945
I hope it rains.  Somehow that'll make me feel more comfortable.,2,Neutral,0,942
"Go in there, yeah, go in there.  Tell them Brent Backersen sent you.",0,Neutral,0,941
"Yes, it is.",3,Neutral,0,942
You went out of your way to torture me over Peter Burden.,3,Angry,3,940
The manager came in he found us rolling about the floor.  [LAUGHTER],1,Happy,1,945
What?  Are you kidding me?,3,Angry,3,939
I- I hate you.,3,Angry,3,943
Oh. Behave exquisitely...,1,Neutral,0,945
"You know, it's like affecting a lot of people it's not just me, you know?",2,Sad,2,945
"I worked really hard, I'll say, I worked really hard. You know, I I'm not bragging or anything like that. But-",1,Neutral,0,944
"Why, because I'm sick of talking to you.",3,Angry,3,945
You knew there was nothing in that.,0,Neutral,0,944
"I know that, Augie.  I do.  I know that. And and I know that this meant a lot to you and and it's special, you know, with the sand and the moon but.",2,Sad,2,944
"It's the way it seems to me.  You started complaining about not being able to find a job the first day you went out and didn't find a job.  And I'm not saying like and not trying to you know put you down or anything, it's just that-",0,Neutral,0,943
"Yes, all right.  There you go, now you can file a claim over to the left--And they'll help you out.",0,Neutral,0,938
"No, no, no, it's cool.  It's cool.  It's cool.  So, um",0,Neutral,0,942
"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",0,Neutral,0,942
Very amusing indeed.,3,Angry,3,939
"I just, I see all these other people getting commercials and work and it's like I'm not getting anything.",2,Sad,2,939
What have we got here?,1,Neutral,0,940
Of course.,0,Neutral,0,943
I just want- I just want things to turn out the way they are supposed to.,2,Neutral,0,944
"Right, but this is the wrong form.  Somebody gave you the wrong form.",0,Neutral,0,944
and,2,Neutral,0,940
"Yeah, that's my point too.",0,Neutral,0,939
"It's strange; things that ought to matter dreadfully, they just don't matter at all when one's happy.  Do they?",1,Happy,1,937
"I don't know.  It just, like, I felt so bad because I shouldn't have done it.  I don't know.  Whatever.",2,Sad,2,937
Yeah.,2,Neutral,0,941
I just don't.  It's stupid.,3,Angry,3,946
"What do you mean, dishonest?",0,Neutral,0,939
"Darling, don't say that.",2,Sad,2,945
Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.,3,Angry,3,945
I guess this is why I came.,1,Neutral,0,940
Shut up.,3,Angry,3,940
Let's drive someplace.  I want to be alone with you.,2,Sad,2,940
"I knew they would, your mother anyway.",1,Neutral,0,940
"Now, listen Kate.",0,Neutral,0,938
"Right.  No.  I mean they- they might--they might--if you-if you are argue the case more, maybe they'll reimburse you more, but, right now--",0,Neutral,0,938
"I've been ready for a long, long time.",1,Neutral,0,939
"It goes- It goes, like, through doorways.  But it goes a long distance.",0,Neutral,0,944
Or not.,1,Neutral,0,938
The trouble is you don't see enough women.  You never did.,0,Neutral,0,944
"But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and--",0,Neutral,0,938
"You know-you know why I asked Annie here, right?",0,Neutral,0,939
"I'm going to be fine too, okay?",2,Neutral,0,945
He was studying to be a doctor.,2,Neutral,0,941
"We renamed Brenda, Lumber Janet.",1,Happy,1,937
He is the greatest...everyone liked him.,2,Neutral,0,941
"[GARBAGE] No, I wouldn't, but I--",0,Neutral,0,943
"No particular reason. Anyhow, they were very small ones.",0,Neutral,0,939
"I can't- No, I can't do this alone.",3,Angry,3,939
I feel like I have faith and now faith is running thin because there is no money.,2,Sad,2,943
"Can you be a little more specific, sir?",0,Neutral,0,946
You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.,3,Angry,3,946
"yeah, I don't know.",0,Neutral,0,944
"I'll get out. I'll get married and go live some place else, maybe New York.",2,Sad,2,940
Why is that?,2,Neutral,0,941
"so many things, you know?",2,Neutral,0,945
"I don't get it.  The first time we came here, you said it was the best night of your life.",0,Neutral,0,938
"Okay, I need more than this.  Are you going to give me a little bit more?",3,Neutral,0,939
They want me there two years but I could probably get,2,Neutral,0,941
I'll never forgive you for that.,1,Happy,1,941
"No, it's good.",1,Neutral,0,943
Must you be inspired?,3,Angry,3,942
My name is Sara.,0,Neutral,0,941
With perfect poise.,1,Neutral,0,937
Flight seven fourteen.,3,Neutral,0,937
"No, what is it?  Is your mother?",2,Neutral,0,945
Yeah.,0,Neutral,0,945
I'm beginning to think you might be right.  I think this may be the spot after all.  Augie I'm sorry.,1,Neutral,0,946
"I know, I know. I don't want to go either baby. I love you know. And I'm going to miss you a lot.",2,Sad,2,940
Okay.  And your name is?,0,Neutral,0,941
Right. I mean we might,0,Neutral,0,940
Yeah.,0,Neutral,0,937
"Yeah, I guess I could.",2,Neutral,0,939
I understand that.  I would know if it was mine. Um-,0,Neutral,0,942
That's the woman's job to lure the man.  Watch me a moment won't you?,0,Neutral,0,941
"Well have you been trying to get a job, look for a job or...?",0,Neutral,0,941
"Well, we'll see them this year.",0,Neutral,0,940
I thought I was pretty clear about what the problem was.,3,Angry,3,946
Why do you think he's even thinking that?,0,Neutral,0,944
"Oh, well, it was -- you know, we were at this- at this concert and yeah",1,Neutral,0,940
"I don't know.  But I know one thing mom, we made a terrible mistake with dad.",2,Sad,2,941
Okay.,0,Neutral,0,937
"Why do you ask me that?  God damn it, I told you not to ask me that I hate it when you ask me that. It's insulting.",3,Angry,3,945
What?,2,Neutral,0,945
this is the only track record that we have and if it's not listed here then it's probably not anywhere.,0,Neutral,0,937
"Um, actually, I don't know. I don't know. Oh really?",0,Neutral,0,937
I think that,0,Neutral,0,941
There aren't any people upstairs; it's a photographer's studio.,3,Angry,3,943
"Okay, and what is that?  What kind of bag is it?",0,Neutral,0,943
About what?,0,Neutral,0,940
"Oh Annie, we are going to live now.  I am going to make you so happy.",1,Happy,1,937
I would like to talk to your supervisor.  Obviously you're incompetent and don't understand what I'm asking.,3,Angry,3,941
"Gosh, I just hate I just hate to see her go.",2,Neutral,0,940
I completely understand.  Automated systems are very difficult sometimes.,0,Neutral,0,938
I'm so sorry.,2,Sad,2,941
"Um, that you would need to go home and get another form of ID and come back.",0,Neutral,0,940
I loved him so much.,2,Sad,2,939
It takes some time for a guy to toss that off.  'Cause they weren't just men.,2,Neutral,0,938
"I mean, you know, you're going to have at least, like, two hundred and fifty people come.  So we're going to need, you know, just a huge buffet.",0,Neutral,0,946
"We have a great view of the moon from here, though, huh?",0,Neutral,0,937
Very amusing indeed.,3,Angry,3,940
"No, we won't.  It's like waiting up for Santa Clause or something.  I feel like as though my whole life is going to be standing on the beach waiting with my eyes opened expectantly, my hands clasped neatly in front of me, waiting for fish to show up.  And the fish will not show up.",3,Sad,2,944
You remember overseas I was in command of a company?,2,Neutral,0,941
What's he going to say?  Maybe we ought to tell him before he sees it.,0,Neutral,0,942
"Well, what of it?",0,Neutral,0,937
"Nobody in this house dares take her faith away, Joe.  Strangers might, but not his father, not his brother.",3,Angry,3,942
"What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after",3,Angry,3,940
I have to think about moving now.  We're going to move in together,1,Neutral,0,943
You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.,2,Neutral,0,937
We just have different ideas of what this evening is supposed to look like.,3,Angry,3,938
"out to- out to dinner you know and do the troops to California, I mean.",2,Neutral,0,940
And no one had changed it was just like sort of random bus accident to them.,2,Sad,2,945
"Yeah.  If it was yours, but it's not. It's mine.  Okay. So just--",3,Neutral,0,942
"We thought I was pregnant and we opened a bottle of champagne but no glasses, you asked me to dance, we kicked off our shoes and you popped the cork.",2,Neutral,0,940
"So all right then, I'll just go ahead with it?",0,Neutral,0,937
Turn it off.,3,Neutral,0,939
Yeah.,2,Neutral,0,941
"It's going to be so rough, I'm sorry.",2,Sad,2,940
"yeah, I mean a lot-a lot  of good stuff oh, yeah, I mean it's- it's just a really good school; so really, whatever I pick I can't go wrong. I mean I'm just",1,Neutral,0,940
I'll tell them I'm sick and that you can't leave something.,2,Neutral,0,943
Very amusing indeed.,3,Angry,3,941
How many?,2,Neutral,0,944
"Right, it just doesn't make any sense, it's not real.  It doesn't feel real.",2,Sad,2,943
We might be able to bring up a splendid little debate about this intemperate tots.,3,Neutral,0,941
We just have different ideas of what this evening is supposed to look like.,3,Angry,3,940
"No, you don't.  I'm a pretty tough guy.",3,Neutral,0,944
We were all going take a trip to Europe you know.,2,Neutral,0,940
"Alright. Well-  I guess - I guess that's okay but,",0,Neutral,0,941
"Yes, I did quite a bit.",0,Neutral,0,943
What I can,0,Neutral,0,942
"No, I understand and there are a lot of people here.  But what I'm telling you is that it's different for different states and since your getting a new license in the state of California -- You have to fill out a different form than you did.",0,Neutral,0,944
Okay.  Thanks.,1,Neutral,0,944
"Yeah, but your birth certificate--I mean, who carries around their birth certificate?  Nobody does that.",3,Angry,3,938
